投诉编号,投诉品牌,投诉车系,问题简述,典型问题,投诉时间,投诉状态
477219,猎豹汽车,2016款 2.0T 手动 卓越型,猎豹CS10导航不能启动 驾驶室内噪声大,发动机噪音大车身附件及电器导航问题,2020-06-21 09:50:10.374,信息审核
477218,上汽通用别克,2011款 1.6 手动 LE,别克凯越发动机渗机油 车内异味,发动机漏油车身附件及电器车内异味,2020-06-21 09:50:10.382,处理反馈
477216,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹行驶中车身B柱位置异响,车身附件及电器车身异响,2020-06-21 09:50:10.391,处理反馈
477215,上汽通用别克,2015款 15N 自动 精英型,别克英朗自动启停后出现发动机故障,发动机无法提速车身附件及电器发动机启停系统故障,2020-06-21 09:50:10.399,处理反馈
477211,长安福特,2015款 1.5L 自动 时尚型,长安福特福睿斯底盘元宝梁生锈质量差,车身附件及电器车身生锈,2020-06-21 09:50:10.408,用户评分
477208,领克汽车,2019款 1.5TD DCT 劲Pro版 国VI,领克03经销商不予退还上牌保证金,承诺不兑现销售承诺不兑现服务收费定（订）金纠纷,2020-06-21 09:50:10.417,处理反馈
477207,长安汽车,2020款 1.5T 自动 豪华型,长安欧尚X7 APP显示未提车权益无法享受,承诺不兑现销售承诺不兑现,2020-06-21 09:50:10.426,处理反馈
477205,东风雪铁龙,2013款 1.6THP 自动 劲智版,东风雪铁龙C4L发动机漏油 节温器损坏,发动机漏油发动机冷却系统故障,2020-06-21 09:50:10.434,处理反馈
477204,北京奔驰,2017款 C 200 L,北京奔驰C级空调蒸发箱故障导致不制冷,车身附件及电器空调问题,2020-06-21 09:50:10.445,处理反馈
477199,上汽通用别克,2017款 15N 自动 精英型,别克英朗水箱有漏水的现象4S店不予保修,发动机漏防冻液服务态度不予索赔,2020-06-21 09:50:10.453,处理反馈
477197,吉利汽车,2019款 300T 耀星者,吉利星越车机系统卡死 版本与宣传不符,车身附件及电器车载互联故障销售欺诈与宣传不符,2020-06-21 09:50:10.463,用户评分
477193,东风日产,2017款 2.0L CVT 智享版 国VI,东风日产逍客变速箱漏油维修后未解决,变速器漏油,2020-06-21 09:50:10.474,处理反馈
477190,广汽丰田,2019款 2.5G 豪华版 国VI,广汽丰田凯美瑞两前门车窗异响希望处理,车身附件及电器门窗异响,2020-06-21 09:50:10.482,处理反馈
477187,林肯（进口）,2020款 3.0T V6 全驱 尊雅版,林肯飞行家低速刹车异响伴随轻微振动,制动系统异响,2020-06-21 09:50:10.490,信息审核
477185,广汽菲克菲亚特,2014款 1.4T 自动 运动版,广汽菲亚特致悦变速箱失效导致无法行驶	,变速器无法加速变速器滑阀箱故障变速器电脑板故障,2020-06-21 09:50:10.498,厂家受理
477184,广汽丰田,2019款 双擎 1.8H E-CVT 豪华版 国VI,广汽丰田雷凌机油增多 装饰板开胶,发动机机油增多轮胎开裂车身附件及电器部件开裂,2020-06-21 09:50:10.508,处理反馈
477182,长安福特,2017款 EcoBoost 200 自动 时尚型,长安福特蒙迪欧事故维修后漆面有色差,人员技术维修技术差,2020-06-21 09:50:10.519,处理反馈
477181,东风标致,2015款 1.2T 自动 豪华版,东风标致408发动机烧机油维修未解决问题,发动机烧机油,2020-06-21 09:50:10.526,用户评分
477180,广汽新能源,2019款 80,广汽新能源AionLX二次喷漆 转向灯不亮,车身附件及电器车灯不亮销售欺诈出售问题车,2020-06-21 09:50:10.537,处理反馈
477179,一汽-大众,2019款 280TSI DSG 两驱 舒适型 国VI,一汽大众探歌韩泰轮胎同部位异常开裂,轮胎开裂,2020-06-21 09:50:10.545,处理反馈
477178,长安马自达,2017款 1.5L 自动 豪华型 两厢 国V,长安马自达昂克赛拉开启空调后存在异味,车身附件及电器空调异味,2020-06-21 09:50:10.553,处理反馈
477176,东风标致,2017款 350THP 精英版,东风标致4008车载主机一直不提供更新,车身附件及电器影音系统故障车身附件及电器导航问题,2020-06-21 09:50:10.562,厂家受理
477175,野马汽车,2017款 1.8T CVT 旗舰型 运动版 T70S,野马T70保养更换变速箱油之后出现故障,人员技术修出新问题,2020-06-21 09:50:10.574,处理反馈
477174,吉利汽车,2019款 1.5TD MHEV DCT 耀享型,吉利嘉际备胎异常磨损车机系统无法升级,车身附件及电器后备箱故障销售欺诈与宣传不符服务流程不完善系统升级问题,2020-06-21 09:50:11.495,用户评分
477171,上汽通用五菱,2016款 1.8L 智能 手动版 精英型,宝骏560车门生锈要求厂家免费维修,车身附件及电器车身生锈,2020-06-21 09:50:11.513,处理反馈
477170,雷克萨斯,2017款 CT200h 精英版 单色 国VI,雷克萨斯CT优科豪马轮胎有裂纹希望厂家处理,轮胎开裂服务态度不解决问题,2020-06-21 09:50:11.542,用户评分
477164,奔驰（进口）,2012款 S350L 3.5L 4MATIC GrandEdition,奔驰S级行驶中前传动轴突然断裂,车身附件及电器四驱系统故障,2020-06-21 09:50:11.561,处理反馈
477163,北京现代,2018款 1.6T 双离合 两驱 15周年特别版,北京现代途胜起步时ABS泵有异响,制动系统ABS故障,2020-06-21 09:50:11.571,用户评分
477157,一汽马自达,2018款 2.0L 蓝天豪华版 国VI,一汽马自达阿特兹转向机异响希望厂家处理,转向系统异响,2020-06-21 09:50:11.581,处理反馈
477155,长城汽车,2017款 VV5 旗舰型,WEY VV5发动机怠速高 变速箱抖动要求处理,发动机异响变速器抖动,2020-06-21 09:50:11.595,用户评分
477154,上汽通用别克,2018款 20T 双离合 两驱 领先型,别克昂科威离合烧蚀无法换挡希望处理,离合器烧毁,2020-06-21 09:50:11.606,用户评分
477151,东风悦达起亚,2019款 2.0L 自动 智享豪华版,东风悦达起亚智跑车漆脱落不予售后,车身附件及电器漆面起泡开裂,2020-06-21 09:50:11.616,用户评分
477150,一汽-大众奥迪,2019款 Sportback 35 TFSI 时尚型 国V,一汽大众奥迪A3后座位C柱严重漏水,车身附件及电器车身漏水,2020-06-21 09:50:11.627,信息审核
477149,奇瑞汽车,2019款 1.5T 自动 新型色版 国VI,奇瑞艾瑞泽GX行驶跑偏 方向盘不正,转向系统方向盘不正,2020-06-21 09:50:11.637,处理反馈
477145,众泰汽车,2018款 云100 PLUS 智行型,众泰云100动力电池故障导致启动困难,发动机无法启动车身附件及电器动力电池故障服务流程不完善服务网点少,2020-06-21 09:50:11.646,信息审核
477144,一汽-大众,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎开裂存在质量问题,轮胎开裂,2020-06-21 09:50:11.655,处理反馈
477143,北汽银翔,2016款 1.5L 时尚型 H2E,北汽幻速H2行驶过程中差速器发出异响,前后桥及悬挂系统底盘异响,2020-06-21 09:50:11.664,信息审核
477140,上汽通用凯迪拉克,2020款 28T 四驱 豪华型,凯迪拉克XTS通讯模块故障转向刹车失灵,车身附件及电器传感器故障,2020-06-21 09:50:11.674,用户评分
477138,吉利汽车,2020款 1.8TD DCT 智领PRO,吉利博越行驶过程中变速箱顿挫严重,变速器顿挫,2020-06-21 09:50:11.684,用户评分
477135,上汽通用凯迪拉克,2018款 25T 两驱 技术型,凯迪拉克XT5中控触摸屏失灵希望尽快处理,车身附件及电器影音系统故障,2020-06-21 09:50:11.694,处理反馈
477134,梅赛德斯-迈巴赫,2020款 S 450 4MATIC,进口奔驰迈巴赫S级刹车片装反刹车盘损坏,销售欺诈出售问题车,2020-06-21 09:50:11.706,处理反馈
477133,吉利新能源,2016款 EV 尊贵型 三厢,吉利帝豪新能源空调无法制热无法取暖,车身附件及电器空调问题,2020-06-21 09:50:11.717,处理反馈
477132,一汽-大众,2015款 1.8TSI 领先型,一汽大众迈腾变速箱机电单元故障,变速器滑阀箱故障,2020-06-21 09:50:11.725,用户评分
477131,吉利汽车,2019款 260T DCT Battle 运动款 国V,吉利缤越方向机漏油 车机升级承诺不兑现,转向系统漏油承诺不兑现服务承诺不兑现,2020-06-21 09:50:11.739,处理反馈
477130,上汽通用别克,2015款 1.4T 自动 两驱都市领先型 5座,别克昂科拉自购车后车内一直有异味,车身附件及电器车内异味,2020-06-21 09:50:11.748,用户评分
477129,猎豹汽车,2017款 2.0T 手动 风尚型,猎豹CS10刹车偏软影响安全驾驶,制动系统刹车偏软,2020-06-21 09:50:11.759,用户评分
477127,上汽大众,2017款 330TSI 两驱 豪华版,上汽大众途昂马牌轮胎表面出现凹陷,轮胎胎面变形,2020-06-21 09:50:11.769,用户评分
477125,广汽菲克菲亚特,2015款 1.4T 自动 劲享版,广汽菲克菲亚特菲翔变速箱顿挫故障灯亮,变速器顿挫变速器故障灯亮,2020-06-21 09:50:11.782,厂家受理
477124,长安汽车,2019款 1.4T DCT 畅联 蓝鲸版,长安CS35 PLUS胎压监测失效泄压后未报警,车身附件及电器胎压监测故障,2020-06-21 09:50:11.792,用户评分
477122,一汽马自达,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身多处严重异响,车身附件及电器车身异响,2020-06-21 09:50:11.806,处理反馈
477121,东风雪铁龙,2018款 1.6L 自动 豪华型,东风雪铁龙C4世嘉车门与车身颜色不一致,车身附件及电器车身有色差,2020-06-21 09:50:11.817,处理反馈
477120,东风雪铁龙,2017款 350THP 时尚型,雪铁龙天逸C5 AIRCORSS遮阳板化妆镜断裂,转向系统异响车身附件及电器部件开裂车身附件及电器车身装饰脱落,2020-06-21 09:50:11.829,处理反馈
477118,奇瑞捷豹路虎,2019款 240PS SE版 国VI,奇瑞捷豹路虎发现神行冷却风扇不停地运转,发动机冷却系统故障,2020-06-21 09:50:11.840,用户评分
477117,广汽三菱,2019款 1.5T CVT 两驱 无畏版 国V,广汽三菱奕歌车窗玻璃出现异响影响驾驶,车身附件及电器门窗异响,2020-06-21 09:50:12.660,处理反馈
477115,上汽通用雪佛兰,2018款 530T 风尚版,雪佛兰迈锐宝挂P挡熄火后提示请挂入P挡,变速器挡把总成故障,2020-06-21 09:50:12.676,处理反馈
477114,北京奔驰,2017款 改款 C 200 L 运动版,北京奔驰C级天热时方向盘掉皮发黏,车身附件及电器部件开裂,2020-06-21 09:50:12.687,用户评分
477113,观致汽车,2018款 1.6T 自动 尊贵型,观致5发动机零部件掉落严重影响行驶安全,发动机曲轴故障,2020-06-21 09:50:12.701,信息审核
477109,上汽通用别克,2008款 1.6 手动 LE,别克凯越中控仪表台脱胶和车顶蓬布开裂,车身附件及电器仪表台开裂,2020-06-21 09:50:12.718,处理反馈
477108,广汽乘用车,2015款 200T G-DCT 精英版,广汽传祺GS4变速箱异响 发动机漏油,发动机漏油变速器异响,2020-06-21 09:50:12.734,用户评分
477107,上汽大众,2017款 380TSI 四驱 豪华版,上汽大众途昂升降挡时变速箱异响且顿挫,变速器异响变速器顿挫,2020-06-21 09:50:12.748,用户评分
477106,东风标致,2017款 380THP 豪华版 7座,东风标致5008发动机烧机油现象严重,发动机烧机油,2020-06-21 09:50:12.763,处理反馈
477104,一汽马自达,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶中B柱异响,车身附件及电器车身异响,2020-06-21 09:50:12.774,处理反馈
477099,一汽-大众,2019款 200TSI 自动 好奇型 国V,一汽大众高尔夫嘉旅车内异味严重TVOC值爆表,车身附件及电器车内异味,2020-06-21 09:50:12.786,处理反馈
477098,上汽集团,2018款 互联网豪华版,上汽荣威Ei5方向失灵 底盘异响严重,转向系统失灵前后桥及悬挂系统底盘异响,2020-06-21 09:50:12.796,用户评分
477097,广汽菲克Jeep,2017款 200T 自动 家享版,广汽菲克Jeep指南者购车押金不退 变速箱异响	,变速器异响服务收费定（订）金纠纷,2020-06-21 09:50:12.809,厂家受理
477096,吉利汽车,2019款 350T 耀星者,吉利星越车机卡顿厂家拒绝给予车机系统升级,车身附件及电器车载互联故障承诺不兑现服务承诺不兑现服务流程不完善系统升级问题,2020-06-21 09:50:12.820,处理反馈
477095,上汽斯柯达,2018款 TSI330 两驱 豪华优享版 5座,斯柯达柯迪亚克前挡风玻璃自然开裂,车身附件及电器玻璃开裂,2020-06-21 09:50:12.830,处理反馈
477092,长安标致雪铁龙DS,2014款 1.6T 尊享版THP200,长安标致雪铁龙DS6后尾门开裂工艺问题	,车身附件及电器部件开裂,2020-06-21 09:50:12.844,信息审核
477091,北京现代,2016款 1.8L 自动 尊贵型DLX,北京现代名图轮毂氧化严重厂家不处理,车身附件及电器轮毂问题,2020-06-21 09:50:12.855,处理反馈
477087,吉利汽车,2018款 1.5L CVT 向上互联版,吉利帝豪发动机无法启动影响车辆使用,发动机无法启动,2020-06-21 09:50:12.866,用户评分
477085,一汽-大众,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳邓禄普轮胎多处起皮裂缝,轮胎开裂轮胎起皮,2020-06-21 09:50:12.879,处理反馈
477084,一汽-大众奥迪,2020款 45 TFSI quattro 臻选致雅型,一汽大众奥迪A6L倒车时变速箱异响,变速器异响,2020-06-21 09:50:12.891,信息审核
477082,一汽-大众奥迪,2019款 40 TFSI 进取型 国V,一汽大众奥迪A4L变速箱异响抖动要求解决,变速器异响变速器抖动,2020-06-21 09:50:12.901,信息审核
477080,吉利汽车,2020款 1.8TD DCT 智领PRO,吉利博越配置与宣传不符 油门踏板共振,销售欺诈与宣传不符,2020-06-21 09:50:12.917,处理反馈
477079,东风悦达起亚,2017款 1.6T 两驱 15周年特别版 DLX,东风悦达起亚KX5变速箱漏油 天窗生锈,变速器漏油车身附件及电器车身生锈车身附件及电器影音系统故障,2020-06-21 09:50:12.928,处理反馈
477078,吉利汽车,2020款 1.8TD DCT 智领PRO,吉利博越厂家擅自关闭车机系统语音功能,车身附件及电器车载互联故障,2020-06-21 09:50:12.938,用户评分
477073,长安福特,2013款 1.5T 自动 GTDi180时尚型,长安福特蒙迪欧发动机异响非常严重,发动机异响,2020-06-21 09:50:12.949,用户评分
477072,吉利汽车,2018款 1.5L CVT 向上互联版,吉利帝豪车门铰链生锈存在质量问题,车身附件及电器车身生锈,2020-06-21 09:50:12.961,用户评分
477071,东风日产,2017款 2.0L CVT 舒适版 5座 2WD,东风日产奇骏变速箱无法加速质量差,变速器无法加速变速器滑阀箱故障,2020-06-21 09:50:12.970,处理反馈
477070,东风悦达起亚,2017款 1.4L 手动 GLS,东风悦达起亚KX CROSS发动机抖动,发动机抖动,2020-06-21 09:50:12.982,用户评分
477068,上汽大众,2016款 1.6L 手动 风尚版 三厢,上汽大众桑塔纳变速箱及半轴油封漏油,变速器漏油前后桥及悬挂系统半轴渗油,2020-06-21 09:50:12.991,处理反馈
477067,沃尔沃（进口）,2019款 Cross Country T5 AWD 智尊版 国V,进口沃尔沃V90 4S店未给二手车买卖合同,人员技术操作不规范,2020-06-21 09:50:13.003,信息审核
477064,一汽-大众,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳低速行驶时变速箱异响顿挫,变速器异响变速器顿挫,2020-06-21 09:50:13.013,用户评分
477063,上汽通用别克,2016款 20T 双离合 精英型,别克君越行驶时变速箱抖动有异响换挡顿挫,变速器异响变速器顿挫变速器抖动,2020-06-21 09:50:13.797,处理反馈
477060,一汽-大众奥迪,2018款 40 TFSI 荣享时尚型 国V,一汽大众奥迪Q5L变速箱无法加速失去动力,变速器无法加速,2020-06-21 09:50:13.817,信息审核
477059,长城汽车,2019款 1.5T 两驱 i潮,哈弗F7刹车盘异响希望厂家予以解决,制动系统异响,2020-06-21 09:50:13.827,用户评分
477058,众泰汽车,2015款 1.5T CVT 知县型 国IV,众泰大迈X5水箱漏水发动机舱盖漆面开裂,发动机漏防冻液车身附件及电器漆面起泡开裂,2020-06-21 09:50:13.839,用户评分
477057,东风标致,2011款 1.4 手动 驭乐版 三厢,东风标致207后桥有异响存在安全隐患,前后桥及悬挂系统前后桥异响,2020-06-21 09:50:13.852,用户评分
